Order ID,Order Date,Year,Country,Region,Category,Product,Customer Segment,Units,Revenue,Cost,Profit,Profit Margin
ORD-10621,2026-09-15,2026,China,Asia,Technology,Laptop,Corporate,90,65415.47,45903.79,19511.68,0.2982732117280899
ORD-10622,2026-10-27,2026,China,Asia,Technology,Headphones,Corporate,93,49889.82,34317.43,15572.39,0.3121356960057768
ORD-10623,2026-11-02,2026,China,Asia,Office Supplies,Pens,Corporate,77,7861.39,6451.42,1409.97,0.17935411164822085
ORD-10624,2026-12-17,2026,China,Asia,Technology,Monitor,Home Office,55,29125.06,19391.47,9733.59,0.3341998726230224
ORD-10625,2026-01-20,2026,Japan,Asia,Office Supplies,Pens,Home Office,58,5416.68,4265.16,1151.53,0.2125889972155512
ORD-10626,2026-02-22,2026,Japan,Asia,Technology,Headphones,Home Office,108,47845.81,34856.16,12989.66,0.27148993849490044
ORD-10627,2026-03-02,2026,Japan,Asia,Office Supplies,Desk Organizer,Consumer,120,11455.54,8608.44,2847.1,0.24853499497137738
ORD-10628,2026-04-03,2026,Japan,Asia,Technology,Smartphone,Home Office,75,46602.42,31021.84,15580.58,0.33432987615353216
ORD-10629,2026-05-08,2026,Japan,Asia,Furniture,Bookshelf,Consumer,57,23159.08,19082.11,4076.97,0.17604208574318528
ORD-10630,2026-06-26,2026,Japan,Asia,Office Supplies,Desk Organizer,Corporate,119,9328.82,7602.13,1726.68,0.1850913513697883
ORD-10631,2026-07-16,2026,Japan,Asia,Office Supplies,Desk Organizer,Consumer,78,6987.9,5979.94,1007.97,0.14424482224643598
ORD-10632,2026-08-01,2026,Japan,Asia,Office Supplies,Printer Paper,Consumer,66,5791.84,4651.68,1140.16,0.19685572136857996
ORD-10633,2026-09-11,2026,Japan,Asia,Technology,Monitor,Home Office,86,37038.62,25535.28,11503.34,0.3105769244934987
ORD-10634,2026-10-20,2026,Japan,Asia,Furniture,Office Chair,Consumer,73,21134.26,15595.18,5539.08,0.26208996798374473
ORD-10635,2026-11-08,2026,Japan,Asia,Furniture,Bookshelf,Home Office,72,17972.96,13279.89,4693.07,0.26111839412949406
ORD-10636,2026-12-17,2026,Japan,Asia,Technology,Monitor,Corporate,96,62845.62,46189.14,16656.48,0.2650380276569937
ORD-10637,2026-01-24,2026,Singapore,Asia,Furniture,Office Chair,Consumer,36,9996.03,7310.89,2685.14,0.26862063919024715
ORD-10638,2026-02-28,2026,Singapore,Asia,Office Supplies,Desk Organizer,Consumer,47,4020.4,3407.27,613.13,0.15250520806379236
ORD-10639,2026-03-04,2026,Singapore,Asia,Furniture,Desk,Corporate,120,38846.56,28901.27,9945.28,0.25601454973632115
ORD-10640,2026-04-15,2026,Singapore,Asia,Furniture,Office Chair,Home Office,101,29595.79,21822.24,7773.55,0.2626574208364675
ORD-10641,2026-05-14,2026,Singapore,Asia,Furniture,Desk,Corporate,15,4255.71,3507.43,748.27,0.17582859267582865
ORD-10642,2026-06-19,2026,Singapore,Asia,Office Supplies,Desk Organizer,Home Office,114,11377.75,9656.71,1721.05,0.1512642926202574
ORD-10643,2026-07-11,2026,Singapore,Asia,Technology,Smartphone,Consumer,64,31426.56,21912.51,9514.06,0.30273929287436235
ORD-10644,2026-08-09,2026,Singapore,Asia,Office Supplies,Desk Organizer,Corporate,92,9159.84,7131.07,2028.77,0.2214849587514152
ORD-10645,2026-09-20,2026,Singapore,Asia,Furniture,Bookshelf,Corporate,72,23576.15,19177.27,4398.88,0.1865816006774414
ORD-10646,2026-10-18,2026,Singapore,Asia,Office Supplies,Binders,Home Office,85,8247.2,6470.55,1776.65,0.21542492276741748
ORD-10647,2026-11-12,2026,Singapore,Asia,Office Supplies,Pens,Consumer,41,3532.25,2949.89,582.36,0.1648695394575102
ORD-10648,2026-12-18,2026,Singapore,Asia,Office Supplies,Pens,Home Office,98,10024.22,8507.18,1517.04,0.15133752391090396
ORD-10649,2026-01-19,2026,Australia,Oceania,Office Supplies,Binders,Home Office,29,2893.03,2321.73,571.3,0.19747362537417118
ORD-10650,2026-02-28,2026,Australia,Oceania,Office Supplies,Desk Organizer,Home Office,110,11699.88,9429.3,2270.58,0.19406833644443272
ORD-10651,2026-03-22,2026,Australia,Oceania,Furniture,Office Chair,Home Office,28,6141.35,4990.22,1151.13,0.18743920539593556
ORD-10652,2026-04-22,2026,Australia,Oceania,Technology,Smartphone,Corporate,111,62774.04,40927.18,21846.87,0.34802388723488037
ORD-10653,2026-05-18,2026,Australia,Oceania,Furniture,Desk,Consumer,103,36038.58,29029.79,7008.79,0.19448010839843208
ORD-10654,2026-06-18,2026,Australia,Oceania,Technology,Monitor,Corporate,28,14516.91,10001.23,4515.67,0.31106312162234706
ORD-10655,2026-07-10,2026,Australia,Oceania,Technology,Headphones,Consumer,80,45215.32,30481.52,14733.8,0.3258586102987484
ORD-10656,2026-08-22,2026,Australia,Oceania,Office Supplies,Printer Paper,Corporate,64,5291.68,4103.31,1188.37,0.2245733836077058
ORD-10657,2026-09-25,2026,Australia,Oceania,Furniture,Office Chair,Consumer,110,28403.72,21459.94,6943.78,0.24446740347342183
ORD-10658,2026-10-19,2026,Australia,Oceania,Furniture,Desk,Home Office,105,35387.33,27809.88,7577.45,0.21412893452206938
ORD-10659,2026-11-22,2026,Australia,Oceania,Office Supplies,Pens,Home Office,39,2987.81,2535.78,452.03,0.1512911078185915
ORD-10660,2026-12-14,2026,Australia,Oceania,Technology,Smartphone,Consumer,109,53415.4,38712.08,14703.33,0.27526378724631745
ORD-10661,2026-01-11,2026,UAE,Middle East,Furniture,Bookshelf,Consumer,35,13194.77,10547.88,2646.9,0.20060193777589058
ORD-10662,2026-02-25,2026,UAE,Middle East,Furniture,Desk,Consumer,34,15226.49,11547.38,3679.11,0.24162563984172541
ORD-10663,2026-03-26,2026,UAE,Middle East,Office Supplies,Binders,Corporate,116,12537.0,10368.47,2168.53,0.17297027057964873
ORD-10664,2026-04-26,2026,UAE,Middle East,Office Supplies,Binders,Home Office,43,5627.22,4544.14,1083.09,0.19247275447980441
ORD-10665,2026-05-08,2026,UAE,Middle East,Office Supplies,Pens,Corporate,84,8900.99,7645.65,1255.34,0.14103346647268802
ORD-10666,2026-06-20,2026,UAE,Middle East,Technology,Monitor,Corporate,61,31265.92,20509.29,10756.63,0.3440369931632181
ORD-10667,2026-07-04,2026,UAE,Middle East,Office Supplies,Desk Organizer,Home Office,120,14246.23,11284.21,2962.02,0.20791601360631318
ORD-10668,2026-08-20,2026,UAE,Middle East,Office Supplies,Binders,Corporate,45,5748.89,4578.16,1170.73,0.2036441316472953
ORD-10669,2026-09-04,2026,UAE,Middle East,Technology,Laptop,Home Office,56,30335.77,20460.12,9875.65,0.3255447902783641
ORD-10670,2026-10-27,2026,UAE,Middle East,Furniture,Bookshelf,Home Office,107,33714.39,24295.93,9418.46,0.2793603111954342
ORD-10671,2026-11-11,2026,UAE,Middle East,Furniture,Storage Cabinet,Corporate,20,6357.69,4779.82,1577.87,0.24818338351772334
ORD-10672,2026-12-18,2026,UAE,Middle East,Office Supplies,Printer Paper,Consumer,36,4742.42,3685.82,1056.6,0.22279822218833106
ORD-10673,2026-01-22,2026,Saudi Arabia,Middle East,Technology,Laptop,Consumer,100,47483.5,35347.62,12135.88,0.25558101582373743
ORD-10674,2026-02-24,2026,Saudi Arabia,Middle East,Furniture,Office Chair,Consumer,83,26983.68,19551.39,7432.29,0.27543646780510883
ORD-10675,2026-03-11,2026,Saudi Arabia,Middle East,Furniture,Office Chair,Home Office,102,22393.01,17352.19,5040.82,0.225107028231205
ORD-10676,2026-04-03,2026,Saudi Arabia,Middle East,Technology,Laptop,Consumer,21,7576.04,5604.53,1971.5,0.2602289601189652
ORD-10677,2026-05-14,2026,Saudi Arabia,Middle East,Office Supplies,Pens,Corporate,67,4951.15,3933.07,1018.09,0.20562607175509456
ORD-10678,2026-06-24,2026,Saudi Arabia,Middle East,Furniture,Office Chair,Corporate,101,21613.53,17923.93,3689.6,0.17070787129529355
ORD-10679,2026-07-12,2026,Saudi Arabia,Middle East,Office Supplies,Printer Paper,Home Office,89,5201.66,3995.97,1205.69,0.23179014868073713
ORD-10680,2026-08-10,2026,Saudi Arabia,Middle East,Office Supplies,Printer Paper,Corporate,115,10043.5,8006.8,2036.7,0.20278790094241958
ORD-10681,2026-09-18,2026,Saudi Arabia,Middle East,Furniture,Storage Cabinet,Corporate,120,35859.16,27723.49,8135.67,0.22687852128415414
ORD-10682,2026-10-10,2026,Saudi Arabia,Middle East,Technology,Smartphone,Home Office,65,33610.85,22454.2,11156.66,0.33193609256660145
ORD-10683,2026-11-28,2026,Saudi Arabia,Middle East,Office Supplies,Pens,Corporate,101,9737.12,7343.31,2393.81,0.24584384721072045
ORD-10684,2026-12-02,2026,Saudi Arabia,Middle East,Office Supplies,Binders,Consumer,85,8147.78,6950.34,1197.44,0.14696486394694613
ORD-10685,2026-01-24,2026,South Africa,Africa,Technology,Headphones,Home Office,85,28190.4,21803.5,6386.9,0.22656293828194096
ORD-10686,2026-02-05,2026,South Africa,Africa,Office Supplies,Binders,Consumer,67,3893.29,3145.1,748.19,0.1921750621609861
ORD-10687,2026-03-06,2026,South Africa,Africa,Technology,Smartphone,Consumer,93,29267.99,23024.57,6243.42,0.213319145841559
ORD-10688,2026-04-22,2026,South Africa,Africa,Office Supplies,Printer Paper,Home Office,74,3779.5,3406.17,373.33,0.098777348659026
ORD-10689,2026-05-11,2026,South Africa,Africa,Technology,Monitor,Consumer,40,11929.25,8965.27,2963.97,0.24846284921604972
ORD-10690,2026-06-03,2026,South Africa,Africa,Furniture,Desk,Home Office,98,13595.54,11362.92,2232.61,0.1642164572651825
ORD-10691,2026-07-23,2026,South Africa,Africa,Technology,Monitor,Corporate,72,17155.01,12538.07,4616.94,0.2691306701055247
ORD-10692,2026-08-14,2026,South Africa,Africa,Office Supplies,Pens,Home Office,87,3786.38,3301.87,484.5,0.12795997913955942
ORD-10693,2026-09-21,2026,South Africa,Africa,Technology,Laptop,Corporate,46,14135.77,10241.88,3893.89,0.2754638952670838
ORD-10694,2026-10-16,2026,South Africa,Africa,Furniture,Bookshelf,Corporate,32,5770.23,4790.52,979.71,0.16978755403568074
ORD-10695,2026-11-06,2026,South Africa,Africa,Furniture,Storage Cabinet,Corporate,114,16570.95,13319.72,3251.23,0.19620061913922374
ORD-10696,2026-12-09,2026,South Africa,Africa,Office Supplies,Printer Paper,Corporate,120,4496.4,3801.1,695.3,0.1546341644493628
ORD-10697,2026-01-21,2026,Nigeria,Africa,Office Supplies,Printer Paper,Home Office,24,1529.78,1174.95,354.83,0.23195047274873698
ORD-10698,2026-02-18,2026,Nigeria,Africa,Technology,Headphones,Home Office,42,15091.26,10621.36,4469.9,0.296191279823139
ORD-10699,2026-03-25,2026,Nigeria,Africa,Office Supplies,Desk Organizer,Home Office,114,4744.46,3904.22,840.24,0.1770998015016079
ORD-10700,2026-04-12,2026,Nigeria,Africa,Office Supplies,Binders,Consumer,74,3855.91,3312.74,543.17,0.14086648291061984
ORD-10701,2026-05-20,2026,Nigeria,Africa,Office Supplies,Printer Paper,Home Office,45,2809.26,2172.17,637.1,0.22678480683134788
ORD-10702,2026-06-19,2026,Nigeria,Africa,Office Supplies,Pens,Home Office,32,1615.14,1370.45,244.69,0.15149742206903452
ORD-10703,2026-07-08,2026,Nigeria,Africa,Office Supplies,Pens,Home Office,108,5570.92,4606.84,964.08,0.1730554646614966
ORD-10704,2026-08-07,2026,Nigeria,Africa,Furniture,Desk,Consumer,48,8018.54,6614.19,1404.34,0.17513701290063763
ORD-10705,2026-09-02,2026,Nigeria,Africa,Office Supplies,Binders,Corporate,75,4838.15,3697.38,1140.77,0.23578623775819316
ORD-10706,2026-10-09,2026,Nigeria,Africa,Office Supplies,Binders,Consumer,105,6931.31,5503.27,1428.04,0.20602803781299045
ORD-10707,2026-11-13,2026,Nigeria,Africa,Office Supplies,Binders,Home Office,84,4549.54,3752.46,797.07,0.17519914834529943
ORD-10708,2026-12-17,2026,Nigeria,Africa,Furniture,Office Chair,Home Office,47,7884.91,5686.05,2198.86,0.27886909117361836
ORD-10709,2026-01-01,2026,Kenya,Africa,Furniture,Bookshelf,Corporate,77,14106.91,10206.9,3900.01,0.2764606332220534
ORD-10710,2026-02-09,2026,Kenya,Africa,Office Supplies,Pens,Corporate,36,1378.46,1114.15,264.31,0.19174495277715656
ORD-10711,2026-03-04,2026,Kenya,Africa,Technology,Smartphone,Consumer,35,8175.51,5591.42,2584.08,0.31607632501449145
ORD-10712,2026-04-22,2026,Kenya,Africa,Office Supplies,Pens,Corporate,118,4824.3,4131.53,692.77,0.14360064370767772
ORD-10713,2026-05-01,2026,Kenya,Africa,Furniture,Storage Cabinet,Consumer,90,11391.76,8315.94,3075.82,0.27000379956743054
ORD-10714,2026-06-17,2026,Kenya,Africa,Technology,Laptop,Consumer,88,23489.61,17707.25,5782.36,0.24616688576001566
ORD-10715,2026-07-13,2026,Kenya,Africa,Technology,Smartphone,Consumer,36,7866.84,5887.51,1979.33,0.25160450474915563
ORD-10716,2026-08-03,2026,Kenya,Africa,Office Supplies,Printer Paper,Home Office,108,5341.8,4465.66,876.13,0.16401455516867688
ORD-10717,2026-09-27,2026,Kenya,Africa,Technology,Headphones,Home Office,75,23007.3,17244.71,5762.59,0.25046801407876346
ORD-10718,2026-10-17,2026,Kenya,Africa,Furniture,Desk,Home Office,120,21713.92,16398.67,5315.25,0.24478540866939605
ORD-10719,2026-11-19,2026,Kenya,Africa,Furniture,Desk,Home Office,102,14570.42,11300.57,3269.84,0.22441641741681106
ORD-10720,2026-12-17,2026,Kenya,Africa,Technology,Smartphone,Corporate,64,12816.71,9843.39,2973.32,0.23198751527280967
